product_id,order_id,order_item_quantity,shipping_limit_date,price,customer_id
1e9e8ef04dbcff4541ed26657ea517e5,e17e4f88e31525f7deef66779844ddce,1,2021-04-30 17:33:54,549.0,f8a3e963a310aa58b60a5b1fed5bceb5
3aa071139cb16b67ca9e5dea641aaa2f,5236307716393b7114b53ee991f36956,1,2021-02-06 19:11:15,549.0,03fc97548af8f58fefc768d12b546c9c
96bd76ec8810374ed1b65e291975717f,01f66e58769f84129811d43eefd187fb,1,2021-07-11 21:30:20,549.0,e41819d1c95c12c9ce495b630eab8aee
cef67bcfe19066a932b7673e239eb23d,143d00a4f2dde4e0364ee1821577adb3,1,2021-08-07 09:10:13,549.0,322162b5ca010c2b059cb5224dd818b1
9dc1a7de274444849c219cff195d0b71,86cafb8794cb99a9b1b77fc8e48fbbbb,1,2021-04-17 01:30:23,549.0,c11c31965ff02cc1d7132df8edfcbc22
41d3672d4792049fa1779bb35283ed13,c214058828b43a44f352b56ff2d5c0a5,1,2021-03-19 15:48:29,549.0,3f3a10ec410c8efb0ca799fa7705d07e
732bd381ad09e530fe0a5f457d81becb,9632facd8bd95315d63a23bf616d85b0,1,2021-01-18 12:39:24,549.0,7e395b4bf53aea8c56b1213f1b801411
732bd381ad09e530fe0a5f457d81becb,c6343db6c1801f9c3301166f02931116,1,2020-12-11 11:30:51,549.0,30f840412466fa26e5c035e1ad1fdec3
2548af3e6e77a690cf3eb6368e9ab61e,6ecf7023e8dd4ec8b08746c35b9fcb60,3,2020-11-30 16:31:00,549.0,181e2217f874cb5390be37f378db5e07
2548af3e6e77a690cf3eb6368e9ab61e,6ecf7023e8dd4ec8b08746c35b9fcb60,4,2020-11-30 16:31:00,549.0,181e2217f874cb5390be37f378db5e07
2548af3e6e77a690cf3eb6368e9ab61e,8ac5b235603eee2e21e36261b2df536c,1,2020-12-01 11:35:41,549.0,2ea5983ec2edde5dcba726ea64e9fadb
2548af3e6e77a690cf3eb6368e9ab61e,8ac5b235603eee2e21e36261b2df536c,2,2020-12-01 11:35:41,549.0,2ea5983ec2edde5dcba726ea64e9fadb
2548af3e6e77a690cf3eb6368e9ab61e,c5874d438cf199ea7c0f27967f6cf462,1,2020-11-30 14:53:01,549.0,014fb09b34197c57ae3c77a43d18475e
2548af3e6e77a690cf3eb6368e9ab61e,c5874d438cf199ea7c0f27967f6cf462,2,2020-11-30 14:53:01,549.0,014fb09b34197c57ae3c77a43d18475e
2548af3e6e77a690cf3eb6368e9ab61e,c5874d438cf199ea7c0f27967f6cf462,3,2020-11-30 14:53:01,549.0,014fb09b34197c57ae3c77a43d18475e
2548af3e6e77a690cf3eb6368e9ab61e,c5874d438cf199ea7c0f27967f6cf462,4,2020-11-30 14:53:01,549.0,014fb09b34197c57ae3c77a43d18475e
2548af3e6e77a690cf3eb6368e9ab61e,c5874d438cf199ea7c0f27967f6cf462,5,2020-11-30 14:53:01,549.0,014fb09b34197c57ae3c77a43d18475e
37cc742be07708b53a98702e77a21a02,1f11f0ab2b0ec59d0ec45f7f810a04f8,1,2020-06-21 07:10:06,549.0,52f3ff878b892c17fcdc6030dcad7e7b
8c92109888e8cdf9d66dc7e463025574,2279e81e4cfd1c590ccbc2e0b9c1b90b,1,2020-09-28 04:10:11,624.0,612c2e9ac0cdc41ded0c67720f8587d0
14aa47b7fe5c25522b47b4b29c98dcb9,34ded2049fc8446ced02a6bd3dcbdab3,1,2021-02-09 12:29:52,624.0,73e3d5eefc213584073f9781dc3e8430
14aa47b7fe5c25522b47b4b29c98dcb9,34ded2049fc8446ced02a6bd3dcbdab3,2,2021-02-09 12:29:52,624.0,73e3d5eefc213584073f9781dc3e8430
14aa47b7fe5c25522b47b4b29c98dcb9,47367d800613791c119ec33ee79cd9f0,1,2021-06-08 17:31:20,624.0,212910421824dc61368dd3c1b82c0fce
14aa47b7fe5c25522b47b4b29c98dcb9,f544502f7cd11a14cdc792d87c7795d5,1,2021-08-08 15:30:17,624.0,c2c015c222df129ec56095380b34a3f0
